timestamp,book,market,player_id,team_id,line,over_odds,under_odds
2025-09-08T23:02:39.582572,draftkings,player_pass_yds,00-0029604,MIN,267.2,100,-100
2025-09-08T23:02:39.582588,draftkings,player_rush_yds,00-0029604,MIN,50.1,-105,-110
2025-09-08T23:02:39.582605,draftkings,player_rec,00-0029604,MIN,4.5,100,-100
2025-09-08T23:02:39.582621,draftkings,player_rec_yds,00-0029604,MIN,60.4,-120,-110
2025-09-08T23:02:39.582637,draftkings,player_ints,00-0029604,MIN,1.2,105,-105
2025-09-08T23:02:39.582653,fanduel,player_pass_yds,00-0029604,MIN,237.9,-105,-110
2025-09-08T23:02:39.582671,fanduel,player_rush_yds,00-0029604,MIN,67.5,-115,-110
2025-09-08T23:02:39.582686,fanduel,player_rec,00-0029604,MIN,3.3,105,-105
2025-09-08T23:02:39.582700,fanduel,player_rec_yds,00-0029604,MIN,78.2,-120,-110
2025-09-08T23:02:39.582715,fanduel,player_ints,00-0029604,MIN,1.4,-105,-110
2025-09-08T23:02:39.582730,betmgm,player_pass_yds,00-0029604,MIN,224.7,-120,-110
2025-09-08T23:02:39.582744,betmgm,player_rush_yds,00-0029604,MIN,67.9,-110,-110
2025-09-08T23:02:39.582919,betmgm,player_rec,00-0029604,MIN,3.2,-120,-110
2025-09-08T23:02:39.582943,betmgm,player_rec_yds,00-0029604,MIN,72.9,100,-100
2025-09-08T23:02:39.582959,betmgm,player_ints,00-0029604,MIN,1.5,105,-105
2025-09-08T23:02:39.582976,draftkings,player_pass_yds,00-0026197,KC,238.8,100,-100
2025-09-08T23:02:39.582992,draftkings,player_rush_yds,00-0026197,KC,79.0,-110,-110
2025-09-08T23:02:39.583007,draftkings,player_rec,00-0026197,KC,7.3,100,-100
2025-09-08T23:02:39.583022,draftkings,player_rec_yds,00-0026197,KC,80.9,-110,-110
2025-09-08T23:02:39.583038,draftkings,player_ints,00-0026197,KC,1.4,-120,-110
2025-09-08T23:02:39.583053,fanduel,player_pass_yds,00-0026197,KC,222.6,-115,-110
2025-09-08T23:02:39.583068,fanduel,player_rush_yds,00-0026197,KC,82.2,100,-100
2025-09-08T23:02:39.583083,fanduel,player_rec,00-0026197,KC,6.5,-105,-110
2025-09-08T23:02:39.583098,fanduel,player_rec_yds,00-0026197,KC,42.0,-105,-110
2025-09-08T23:02:39.583113,fanduel,player_ints,00-0026197,KC,0.9,-105,-110
2025-09-08T23:02:39.583127,betmgm,player_pass_yds,00-0026197,KC,275.5,-120,-110
2025-09-08T23:02:39.583142,betmgm,player_rush_yds,00-0026197,KC,37.8,105,-105
2025-09-08T23:02:39.583157,betmgm,player_rec,00-0026197,KC,5.4,-120,-110
2025-09-08T23:02:39.583172,betmgm,player_rec_yds,00-0026197,KC,67.5,-110,-110
2025-09-08T23:02:39.583187,betmgm,player_ints,00-0026197,KC,0.7,100,-100
2025-09-08T23:02:39.583203,draftkings,player_pass_yds,00-0029608,DAL,246.2,-105,-110
2025-09-08T23:02:39.583217,draftkings,player_rush_yds,00-0029608,DAL,41.2,-115,-110
2025-09-08T23:02:39.583232,draftkings,player_rec,00-0029608,DAL,4.4,105,-105
2025-09-08T23:02:39.583247,draftkings,player_rec_yds,00-0029608,DAL,57.4,-105,-110
2025-09-08T23:02:39.583275,draftkings,player_ints,00-0029608,DAL,0.7,105,-105
2025-09-08T23:02:39.583290,fanduel,player_pass_yds,00-0029608,DAL,244.6,-110,-110
2025-09-08T23:02:39.583306,fanduel,player_rush_yds,00-0029608,DAL,79.2,105,-105
2025-09-08T23:02:39.583321,fanduel,player_rec,00-0029608,DAL,6.7,-110,-110
2025-09-08T23:02:39.583335,fanduel,player_rec_yds,00-0029608,DAL,44.3,105,-105
2025-09-08T23:02:39.583350,fanduel,player_ints,00-0029608,DAL,1.4,105,-105
2025-09-08T23:02:39.583364,betmgm,player_pass_yds,00-0029608,DAL,224.4,-120,-110
2025-09-08T23:02:39.583379,betmgm,player_rush_yds,00-0029608,DAL,70.7,105,-105
2025-09-08T23:02:39.583394,betmgm,player_rec,00-0029608,DAL,4.9,105,-105
2025-09-08T23:02:39.583409,betmgm,player_rec_yds,00-0029608,DAL,47.8,-120,-110
2025-09-08T23:02:39.583424,betmgm,player_ints,00-0029608,DAL,1.2,-105,-110
2025-09-08T23:02:39.583440,draftkings,player_pass_yds,00-0030513,DEN,288.1,-115,-110
2025-09-08T23:02:39.583456,draftkings,player_rush_yds,00-0030513,DEN,48.4,100,-100
2025-09-08T23:02:39.583471,draftkings,player_rec,00-0030513,DEN,3.1,-110,-110
2025-09-08T23:02:39.583495,draftkings,player_rec_yds,00-0030513,DEN,60.3,-120,-110
2025-09-08T23:02:39.583511,draftkings,player_ints,00-0030513,DEN,0.9,100,-100
2025-09-08T23:02:39.583526,fanduel,player_pass_yds,00-0030513,DEN,222.0,-120,-110
2025-09-08T23:02:39.583540,fanduel,player_rush_yds,00-0030513,DEN,72.2,-110,-110
2025-09-08T23:02:39.583554,fanduel,player_rec,00-0030513,DEN,6.9,-115,-110
2025-09-08T23:02:39.583569,fanduel,player_rec_yds,00-0030513,DEN,60.9,105,-105
2025-09-08T23:02:39.583584,fanduel,player_ints,00-0030513,DEN,0.6,105,-105
2025-09-08T23:02:39.583599,betmgm,player_pass_yds,00-0030513,DEN,246.2,-120,-110
2025-09-08T23:02:39.583613,betmgm,player_rush_yds,00-0030513,DEN,81.9,-105,-110
2025-09-08T23:02:39.583628,betmgm,player_rec,00-0030513,DEN,6.4,-120,-110
2025-09-08T23:02:39.583642,betmgm,player_rec_yds,00-0030513,DEN,77.7,105,-105
2025-09-08T23:02:39.583657,betmgm,player_ints,00-0030513,DEN,1.1,-105,-110
2025-09-08T23:02:39.583672,draftkings,player_pass_yds,00-0031376,KC,257.2,-120,-110
2025-09-08T23:02:39.583687,draftkings,player_rush_yds,00-0031376,KC,51.4,-110,-110
2025-09-08T23:02:39.583702,draftkings,player_rec,00-0031376,KC,6.2,100,-100
2025-09-08T23:02:39.583717,draftkings,player_rec_yds,00-0031376,KC,51.3,100,-100
2025-09-08T23:02:39.583732,draftkings,player_ints,00-0031376,KC,0.7,-110,-110
2025-09-08T23:02:39.583746,fanduel,player_pass_yds,00-0031376,KC,247.2,-115,-110
2025-09-08T23:02:39.583761,fanduel,player_rush_yds,00-0031376,KC,84.0,100,-100
2025-09-08T23:02:39.583776,fanduel,player_rec,00-0031376,KC,3.1,105,-105
2025-09-08T23:02:39.583791,fanduel,player_rec_yds,00-0031376,KC,39.6,-105,-110
2025-09-08T23:02:39.583806,fanduel,player_ints,00-0031376,KC,1.0,100,-100
2025-09-08T23:02:39.583821,betmgm,player_pass_yds,00-0031376,KC,280.3,-105,-110
2025-09-08T23:02:39.583837,betmgm,player_rush_yds,00-0031376,KC,40.0,-110,-110
2025-09-08T23:02:39.583854,betmgm,player_rec,00-0031376,KC,4.7,105,-105
2025-09-08T23:02:39.583869,betmgm,player_rec_yds,00-0031376,KC,60.7,-110,-110
2025-09-08T23:02:39.583886,betmgm,player_ints,00-0031376,KC,1.4,-105,-110
2025-09-08T23:02:39.583901,draftkings,player_pass_yds,00-0031299,SF,267.0,100,-100
2025-09-08T23:02:39.583916,draftkings,player_rush_yds,00-0031299,SF,42.8,-105,-110
2025-09-08T23:02:39.583932,draftkings,player_rec,00-0031299,SF,5.5,100,-100
2025-09-08T23:02:39.583946,draftkings,player_rec_yds,00-0031299,SF,53.0,105,-105
2025-09-08T23:02:39.583961,draftkings,player_ints,00-0031299,SF,0.8,-110,-110
2025-09-08T23:02:39.583975,fanduel,player_pass_yds,00-0031299,SF,251.3,-110,-110
2025-09-08T23:02:39.583990,fanduel,player_rush_yds,00-0031299,SF,54.4,105,-105
2025-09-08T23:02:39.584005,fanduel,player_rec,00-0031299,SF,4.6,100,-100
2025-09-08T23:02:39.584021,fanduel,player_rec_yds,00-0031299,SF,47.9,105,-105
2025-09-08T23:02:39.584036,fanduel,player_ints,00-0031299,SF,1.4,-105,-110
2025-09-08T23:02:39.584052,betmgm,player_pass_yds,00-0031299,SF,257.8,-105,-110
2025-09-08T23:02:39.584068,betmgm,player_rush_yds,00-0031299,SF,60.1,-120,-110
2025-09-08T23:02:39.584083,betmgm,player_rec,00-0031299,SF,6.6,-115,-110
2025-09-08T23:02:39.584098,betmgm,player_rec_yds,00-0031299,SF,45.0,-105,-110
2025-09-08T23:02:39.584114,betmgm,player_ints,00-0031299,SF,0.7,-115,-110
2025-09-08T23:02:39.584130,draftkings,player_pass_yds,00-0031236,HOU,260.2,-110,-110
2025-09-08T23:02:39.584144,draftkings,player_rush_yds,00-0031236,HOU,55.8,-115,-110
2025-09-08T23:02:39.584159,draftkings,player_rec,00-0031236,HOU,7.0,100,-100
2025-09-08T23:02:39.584174,draftkings,player_rec_yds,00-0031236,HOU,61.9,-120,-110
2025-09-08T23:02:39.584189,draftkings,player_ints,00-0031236,HOU,1.3,-120,-110
2025-09-08T23:02:39.584203,fanduel,player_pass_yds,00-0031236,HOU,235.5,105,-105
2025-09-08T23:02:39.584219,fanduel,player_rush_yds,00-0031236,HOU,60.9,-120,-110
2025-09-08T23:02:39.584234,fanduel,player_rec,00-0031236,HOU,6.9,100,-100
2025-09-08T23:02:39.584248,fanduel,player_rec_yds,00-0031236,HOU,81.7,-120,-110
2025-09-08T23:02:39.584264,fanduel,player_ints,00-0031236,HOU,0.6,-115,-110
2025-09-08T23:02:39.584278,betmgm,player_pass_yds,00-0031236,HOU,232.7,100,-100
2025-09-08T23:02:39.584294,betmgm,player_rush_yds,00-0031236,HOU,83.7,-110,-110
2025-09-08T23:02:39.584310,betmgm,player_rec,00-0031236,HOU,4.1,100,-100
2025-09-08T23:02:39.584325,betmgm,player_rec_yds,00-0031236,HOU,69.6,105,-105
2025-09-08T23:02:39.584341,betmgm,player_ints,00-0031236,HOU,0.7,-115,-110
2025-09-08T23:02:39.584358,draftkings,player_pass_yds,00-0031381,LV,277.9,105,-105
2025-09-08T23:02:39.584374,draftkings,player_rush_yds,00-0031381,LV,58.3,100,-100
2025-09-08T23:02:39.584389,draftkings,player_rec,00-0031381,LV,3.8,-120,-110
2025-09-08T23:02:39.584404,draftkings,player_rec_yds,00-0031381,LV,50.9,-115,-110
2025-09-08T23:02:39.584420,draftkings,player_ints,00-0031381,LV,0.9,100,-100
